date,HF_Rates,HF_Credit,HF_FX,HF_Liquidity,HF_Growth,HF_Inflation,Raw_Growth,Raw_Inflation,Raw_Liquidity,Raw_Credit,Raw_Rates,Raw_FX
2025-08-19,-0.14158207273464352,0.019029549033570126,0.08461904853573687,0.6534445253193133,0.04696124204219807,0.30488174700864573,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-20,-0.1403575162444941,0.0177602962665504,0.08414075005713317,0.6667958789103158,0.046859808562754575,0.3001469111493819,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-21,-0.1417585893542581,0.019309620649248682,0.08822350474568319,0.6532748641363151,0.04435987016476259,0.30177037461789247,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-22,-0.14072516451976758,0.018969647726889693,0.0790670541631382,0.6732400242773657,0.047728652187584306,0.30531347151319965,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-23,-0.14072516451976758,0.018969647726889693,0.0790670541631382,0.6732400242773657,0.047728652187584306,0.3021027576891436,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-24,-0.14072516451976758,0.018969647726889693,0.0790670541631382,0.6732400242773657,0.047728652187584306,0.2992223568139579,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-25,-0.14246516805682385,0.02053401374374686,0.08637394351595673,0.6988587752752238,0.057447709012448445,0.30864303548271405,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-26,-0.1426578495761035,0.021566391802561036,0.08429124515163677,0.7036447805371528,0.05450155791779452,0.3059659521927514,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-27,-0.1426075532548523,0.021552861890619113,0.08436251010455098,0.6783404635912565,0.04814805389691923,0.2984341614869552,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-28,-0.1410501869406573,0.019346721851675075,0.08009709761167705,0.7048492785380426,0.04905007363216789,0.3014554280497875,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
